id,population_rank
404479031,1
404479033,1
404479037,1
404479039,1
404479041,1
404479043,1
404479045,1
404479047,1
404479049,1
404479051,2
404479055,1
404479057,1
404479059,1
404479061,1
404479063,1
404479065,1
404479067,1
404479069,1
404479073,1
404479075,1
404479077,1
404479079,2
404479081,1
404479083,1
404479085,1
404479087,2
404479091,1
404479093,2
404479095,1
404479097,1
404479099,1
404479101,1
404479103,1
404479105,2
404479109,1
404479111,1
404479113,1
404479115,1
404479117,1
404479119,1
404479121,1
404479123,1
404479127,1
404479129,1
404479131,2
404479133,1
404479135,1
404479137,1
404479139,1
404479141,1
404479145,1
404479147,2
404479149,1
404479151,1
404479153,1
404479155,1
404479157,2
404479159,3
404479163,1
404479165,1
404479167,1
404479169,1
404479171,1
404479173,1
404479175,1
404479177,2
404479181,1
404479183,1
404479185,1
404479187,1
404479189,1
404479191,1
404479193,2
404479195,1
404479199,2
404479201,1
404479203,2
404479205,1
404479207,1
404479209,1
404479211,1
404479213,1
404479217,1
404479219,1
404479221,1
404479223,1
404479225,1
404479227,1
404479229,1
404479231,1
404479235,1
404479237,2
404479239,1
404479241,1
404479243,2
404479245,1
404479247,1
404479249,1
404479253,1
404479255,1
404479257,1
404479259,1
404479261,1
404479263,2
404479265,1
404479267,1
404479271,2
404479273,1
404479275,2
404479277,2
404479279,1
404479281,1
404479283,1
404479285,1
404479289,1
404479291,1
404479293,1
404479295,1
404479297,2
404479299,1
404479301,1
404479303,1
404479307,1
404479309,1
404479311,2
404479313,1
404479315,1
404479317,1
404479319,1
404479321,1
404479325,1
404479327,1
404479329,1
404479331,1
404479333,1
404479335,1
404479337,1
404479339,1
404479343,1
404479345,1
404479347,1
404479349,1
404479351,1
404479353,1
404479355,1
404479357,1
404479361,1
404479363,1
404479365,1
404479367,1
404479369,1
404479371,1
404479373,1
404479375,1
404479379,1
404479381,4
404479383,1
404479385,1
404479387,1
404479389,1
404479391,1
404479393,1
404479397,1
404479399,2
404479401,1
404479403,1
404479405,1
404479407,1
404479409,1
404479411,1
404479415,1
404479417,2
404479419,1
404479421,1
404479423,1
404479425,1
404479427,1
404479429,1
404479433,1
404479435,1
404479437,1
404479439,1
404479441,1
404479443,1
404479445,1
404479447,1
404479451,1
404479453,1
404479455,2
404479457,1
404479459,1
404479461,2
404479463,1
404479465,1
404479469,1
404479471,1
404479473,1
404479475,1
404479477,2
404479479,1
404479481,1
404479483,1
404479487,1
404479489,1
404479491,1
404479493,1
404479495,1
404479497,1
404479499,1
404479501,1
404479505,2
404479507,1
404479509,1
404479511,1
404479513,1
404479515,1
404479517,2
404479519,1
404479523,4
404479525,2
404479527,2
404479529,1
404479531,1
404479533,1
404479535,1
404479537,1
404479541,1
404479543,1
404479545,1
404479547,1
404479549,1
404479551,1
404479553,2
404479555,1
404479559,1
404479561,1
404479563,1
404479565,1
404479567,1
404479569,1
404479571,1
404479573,2
404479577,1
404479579,1
404479581,1
404479583,1
404479585,3
404479587,1
404479589,2
404479591,1
404479595,1
404479597,1
404479599,1
404479601,1
404479603,1
404479605,2
404479607,2
404479609,2
404479613,1
404479615,1
404479617,1
404479619,2
404479621,1
404479623,2
404479625,1
404479627,1
404479631,1
404479633,1
404479635,1
404479637,1
404479639,1
404479641,1
404479643,1
404479645,1
404479649,1
404479651,1
404479653,1
404479655,1
404479657,1
404479659,1
404479663,2
404479667,1
404479669,1
404479671,2
404479673,1
404479675,1
404479677,1
404479679,1
404479681,1
404479685,1
404479687,2
404479689,1
404479691,1
404479693,2
404479695,1
404479697,1
404479699,2
404479703,1
404479705,1
404479707,1
404479709,1
404479711,1
404479713,1
404479715,1
404479717,1
404479721,1
404479723,1
404479725,1
404479727,1
404479729,1
404479731,1
404479733,1
404479735,1
404479739,1
404479741,1
404479743,1
404479745,1
404479747,2
404479749,1
404479751,1
404479753,1
404479757,1
404479759,1
404479761,1
404479763,1
404479765,1
404479767,1
404479769,1
404479771,1
404479775,1
404479777,1
404479779,1
404479781,1
404479783,1
404479785,1
404479787,1
404479789,1
404479793,1
404479795,1
404479797,1
404479799,1
404479801,1
404479803,1
404479805,1
404479807,1
404479811,1
404479813,1
404479815,1
404479817,1
404479819,1
404479821,1
404479823,1
404479825,1
404479829,1
404479831,2
404479833,1
404479835,1
404479837,1
404479839,1
404479841,1
404479843,1
404479847,1
404479849,3
404479851,1
404479853,1
404479855,1
404479857,1
404479859,1
404479861,1
404479865,2
404479867,1
404479869,1
404479871,1
404479873,1
404479875,1
404479877,1
404479879,1
404479883,1
404479885,1
404479887,1
404479889,1
404479891,1
404479893,1
404479895,1
404479897,1
404479901,3
404479903,1
404479905,1
404479907,1
404479909,1
404479911,1
404479913,1
404479915,1
404479919,1
404479921,1
404479923,1
404479925,1
404479927,3
404479929,1
404479931,1
404479933,1
404479937,1
404479939,1
404479941,1
404479943,1
404479945,1
404479947,1
404479949,1
404479951,1
404479955,1
404479957,1
404479959,1
404479961,3
404479963,1
404479965,1
404479967,2
404479969,1
404479973,1
404479975,1
404479977,1
404479979,1
404479981,1
404479983,1
404479985,1
404479987,1
404479991,1
404479993,1
404479995,1
404479997,2
404479999,1
404480001,1
404480003,1
404480005,1
404480009,2
404480011,1
404480013,1
404480015,1
404480017,1
404480019,1
404480021,1
404480023,1
404480027,1
404480029,1
404480031,1
404480033,1
404480035,1
404480037,1
404480039,1
404480041,1
404480045,1
404480047,1
404480049,1
404480051,1
404480053,1
404480055,1
404480057,1
404480059,1
404480063,1
404480065,1
404480067,1
404480069,1
404480071,1
404480073,1
404480075,1
404480077,1
404480081,1
404480083,1
404480085,1
404480087,1
404480089,1
404480091,1
404480093,1
404480095,1
404480099,1
404480101,1
404480103,1
404480105,1
404480107,1
404480109,1
404480111,1
404480113,2
404480117,5
404480119,2
404480121,1
404480123,1
404480125,1
404480127,1
404480129,1
404480131,1
404480135,1
404480137,3
404480139,1
404480141,1
404480143,1
404480145,1
404480147,1
404480149,1
404480153,1
404480155,2
404480157,1
404480159,2
404480161,3
404480163,1
404480165,1
404480167,1
404480171,1
404480173,1
404480175,1
404480177,1
404480179,1
404480181,1
404480183,1
404480185,1
404480189,1
404480191,1
404480193,1
404480195,1
404480197,1
404480199,1
404480201,1
404480203,1
404480207,1
404480209,1
404480211,1
404480213,1
404480215,1
404480217,1
404480219,1
404480221,1
404480225,3
404480227,1
404480229,1
404480231,1
404480233,1
404480235,1
404480237,1
404480239,1
404480243,1
404480245,1
404480247,1
404480249,1
404480251,1
404480253,1
404480255,1
404480257,1
404480261,1
404480263,1
404480265,1
404480267,1
404480269,1
404480271,1
404480273,1
404480275,1
404480279,2
404480281,1
404480283,1
404480285,3
404480287,2
404480289,1
404480291,1
404480293,1
404480297,1
404480299,1
404480301,1
404480303,1
404480305,2
404480307,1
404480309,1
404480311,1
404480315,1
404480317,1
404480319,1
404480321,1
404480323,1
404480325,1
404480327,1
404480329,1
404480333,1
404480335,1
404480337,1
404480339,1
404480341,1
404480343,1
404480345,1
404480347,1
404480351,1
404480353,1
404480355,1
404480357,2
404480359,1
404480361,1
404480363,1
404480365,1
404480369,1
404480371,4
404480373,1
404480375,4
404480377,1
404480379,1
404480381,1
404480383,1
404480387,1
404480389,1
404480391,1
404480393,3
404480395,2
404480397,1
404480399,2
404480401,2
404480405,1
404480407,1
404480409,1
404480411,4
404480413,1
404480415,1
404480417,1
404480419,1
404480423,1
404480425,1
404480427,1
404480429,1
404480431,1
404480433,1
404480435,2
404480437,1
404480441,1
404480443,1
404480445,1
404480447,1
404480449,1
404480451,4
404480453,4
404480455,4
404480459,1
404480461,1
404480463,1
404480465,1
404480467,1
404480469,1
404480471,1
404480473,1
404480477,1
404480479,1
404480481,1
404480483,1
404480485,1
404480487,1
404480489,1
404480491,1
404480495,1
404480497,1
404480499,1
404480501,1
404480503,1
404480505,1
404480507,1
404480509,2
404480513,2
404480515,1
404480517,2
404480519,1
404480521,2
404480523,3
404480525,1
404480527,1
404480531,3
404480533,2
404480535,2
404480537,1
404480539,1
404480541,1
404480543,1
404480545,1
404480549,1
404480551,4
404480553,1
404480555,1
404480557,1
404480559,1
404480561,1
404480563,1
404480567,1
404480569,1
404480571,2
404480573,1
404480575,1
404480577,1
404480579,1
404480581,2
404480585,2
404480587,4
404480589,1
404480591,8
404480593,2
404480595,1
404480597,1
404480599,1
404480603,1
404480605,2
404480607,4
404480609,1
404480611,1
404480613,1
404480615,2
404480617,1
404480621,1
404480623,1
404480625,2
404480627,2
404480629,1
404480631,2
404480633,1
404480635,2
404480639,2
404480641,1
404480643,1
404480645,1
404480647,1
404480649,1
404480651,1
404480653,1
404480657,1
404480659,2
404480661,1
404480663,1
404480665,1
404480667,1
404480669,1
404480671,2
404480675,1
404480677,1
404480679,1
404480681,1
404480683,1
404480685,1
404480687,1
404480689,1
404480693,1
404480695,1
404480697,1
404480699,1
404480701,1
404480703,1
404480705,1
404480707,1
404480711,1
404480713,1
404480715,1
404480717,1
404480719,1
404480721,1
404480723,7
404480725,1
404480729,1
404480731,1
404480733,1
404480735,1
404480737,1
404480739,1
404480741,1
404480743,1
404480747,2
404480749,1
404480751,1
404480753,1
404480755,1
404480757,1
404480759,1
404480761,1
404480765,1
404480767,1
404480769,1
404480771,1
404480773,1
404480775,1
404480777,1
404480779,1
404480783,1
404480785,1
404480787,1
404480789,1
404480791,1
404480793,2
404480795,1
404480797,1
404480801,1
404480803,1
404480805,1
404480807,1
404480809,1
404480811,2
404480813,2
404480815,1
404480819,1
404480821,1
404480823,1
404480825,1
404480827,1
404480829,1
404480831,1
404480833,1
404480837,1
404480839,1
404480841,1
404480843,2
404480845,1
404480847,1
404480849,1
404480851,1
404480855,2
404480857,1
404480859,1
404480861,1
404480863,1
404480865,1
404480867,1
404480869,1
404480873,1
404480875,1
404480877,2
404480879,1
404480881,1
404480883,1
404480885,1
404480887,1
404480891,1
404480893,1
404480895,1
404480897,1
404480899,1
404480901,1
404480903,1
404480905,1
404480909,1
404480911,1
404480913,1
404480915,1
404480917,1
404480919,1
404480921,1
404480923,1
404480927,1
404480929,1
404480931,1
404480933,3
404480935,1
404480937,1
404480939,1
404480941,1
404480945,2
404480947,1
404480949,1
404480951,1
404480953,1
404480955,1
404480957,1
404480959,1
404480963,1
404480965,1
404480967,1
404480969,1
404480971,1
404480973,1
404480975,1
404480977,1
404480981,1
404480983,1
404480985,1
404480987,1
404480989,1
404480991,1
404480993,3
404480995,1
404480999,1
404481001,2
404481003,1
404481005,1
404481007,1
404481009,1
404481011,1
404481013,1
404481017,1
404481019,1
404481021,2
404481023,2
404481025,2
404481027,2
404481029,1
404481031,1
404481035,1
404481037,1
404481039,1
404481041,1
404481043,1
404481045,3
404481047,1
404481049,1
404481053,1
404481055,1
404481057,1
404481059,1
404481061,2
404481063,3
404481065,2
404481067,2
404481071,1
404481073,1
404481075,4
404481077,1
404481079,1
404481081,1
404481083,1
404481085,1
404481089,1
404481091,1
404481093,1
404481095,1
404481097,1
404481099,2
404481101,2
404481103,2
404481107,2
404481109,3
404481111,1
404481113,1
404481115,1
404481117,1
404481119,2
404481121,1
404481125,1
404481127,1
404481129,1
404481131,1
404481133,1
404481135,1
404481137,3
404481139,1
404481143,1
404481145,1
404481147,1
404481149,1
404481151,1
404481153,1
404481155,1
404481157,1
404481161,1
404481163,1
404481165,2
404481167,1
404481169,2
404481171,1
404481173,2
404481175,2
404481179,1
404481181,1
404481183,1
404481185,1
404481187,1
404481189,1
404481191,1
404481193,1
404481197,1
404481199,1
404481201,1
404481203,1
404481205,1
404481207,1
404481209,1
404481211,1
404481215,1
404481217,1
404481219,1
404481221,1
404481223,2
404481225,2
404481227,2
404481229,2
404481233,1
404481235,2
404481237,2
404481239,2
404481241,1
404481243,1
404481245,1
404481247,1
404481251,1
404481253,1
404481255,1
404481257,1
404481259,1
404481261,1
404481263,1
404481265,3
404481269,1
404481271,1
404481273,1
404481275,1
404481277,1
404481279,1
404481281,1
404481283,1
404481287,2
404481289,1
404481291,1
404481293,1
404481295,1
404481297,2
404481299,4
404481301,1
404481305,1
404481307,1
404481309,1
404481311,1
404481313,1
404481315,1
404481317,1
404481319,3
404481323,1
404481325,5
404481327,1
404481329,1
404481331,1
404481333,1
404481335,1
404481337,1
404481341,1
404481343,1
404481345,1
404481347,1
404481349,1
404481351,2
404481353,1
404481355,1
404481359,1
404481361,1
404481363,2
404481365,2
404481367,1
404481369,1
404481371,1
404481373,1
404481377,1
404481379,1
404481381,1
404481383,1
404481385,2
404481387,1
404481389,1
404481391,2
404481395,1
404481397,1
404481399,1
404481401,1
404481403,1
404481405,1
404481407,1
404481409,1
404481413,1
404481415,1
404481417,1
404481419,1
404481421,1
404481423,1
404481425,1
404481427,1
404481431,1
404481433,1
404481435,2
404481437,1
404481439,1
404481441,3
404481443,2
404481445,1
404481449,1
404481451,1
404481453,1
404481455,1
404481457,1
404481459,1
404481461,1
404481463,1
404481467,1
404481469,1
404481471,2
404481473,1
404481475,1
404481477,1
404481479,1
404481481,1
404481485,1
404481487,2
404481489,1
404481491,1
404481493,2
404481495,1
404481497,1
404481499,1
404481503,1
404481505,2
404481507,5
404481509,2
404481511,2
404481513,1
404481515,1
404481517,2
404481521,2
404481523,1
404481525,4
404481527,2
404481529,3
404481531,2
404481533,2
404481535,5
404481539,1
404481541,1
404481543,1
404481545,1
404481547,2
404481549,1
404481551,2
404481553,1
404481557,1
404481559,1
404481561,1
404481563,1
404481565,1
404481567,1
404481569,1
404481571,1
404481575,1
404481577,1
404481579,2
404481581,3
404481583,1
404481585,1
404481587,1
404481589,1
404481593,1
404481595,2
404481597,1
404481599,1
404481601,2
404481603,2
404481605,1
404481607,1
404481611,1
404481613,1
404481615,1
404481617,1
404481619,1
404481621,1
404481623,1
404481625,1
404481629,2
404481631,2
404481633,1
404481635,1
404481637,1
404481639,1
404481641,2
404481643,2
404481647,2
404481649,1
404481651,1
404481653,1
404481655,2
404481657,2
404481659,2
404481661,4
404481665,2
404481667,2
404481669,1
404481671,2
404481673,2
404481675,6
404481677,4
404481679,3
404481683,1
404481685,1
404481687,1
404481689,1
404481691,1
404481693,1
404481695,1
404481697,1
404481701,1
404481703,2
404481705,1
404481707,1
404481709,1
404481711,1
404481713,1
404481715,1
404481719,1
404481721,1
404481723,3
404481725,1
404481727,2
404481729,1
404481731,1
404481733,1
404481737,1
404481739,1
404481741,1
404481743,1
404481745,1
404481747,1
404481749,1
404481751,1
404481755,1
404481757,1
404481759,1
404481761,1
404481763,1
404481765,1
404481767,1
404481769,2
404481773,1
404481775,1
404481777,1
404481779,4
404481781,2
404481783,2
404481785,2
404481787,3
404481791,1
404481793,2
404481795,4
404481797,3
404481799,1
404481801,1
404481803,3
404481805,1
404481809,1
404481811,1
404481813,2
404481815,1
404481817,1
404481819,1
404481821,1
404481823,1
404481827,1
404481829,1
404481831,1
404481833,1
404481835,1
404481837,1
404481839,2
404481841,1
404481845,2
404481847,1
404481849,4
404481851,2
404481853,1
404481855,1
404481857,1
404481859,1
404481863,1
404481865,1
404481867,1
404481869,1
404481871,1
404481873,1
404481875,1
404481877,1
404481881,1
404481883,1
404481885,1
404481887,1
404481889,1
404481891,1
404481893,1
404481895,1
404481899,1
404481901,1
404481903,1
404481905,1
404481907,1
404481909,1
404481911,1
404481913,1
404481917,1
404481919,1
404481921,1
404481923,1
404481925,1
404481927,2
404481929,1
404481931,1
404481935,1
404481937,2
404481939,2
404481941,4
404481943,1
404481945,1
404481947,4
404481949,1
404481953,1
404481955,1
404481957,1
404481959,1
404481961,1
404481963,1
404481965,2
404481967,1
404481971,2
404481973,1
404481975,1
404481977,1
404481979,1
404481981,1
404481983,1
404481985,1
404481989,1
404481991,1
404481993,1
404481995,1
404481997,1
404481999,1
404482001,1
404482003,1
404482007,1
404482009,1
404482011,1
404482013,1
404482015,1
404482017,1
404482019,1
404482021,1
404482025,1
404482027,1
404482029,1
404482031,1
404482033,2
404482035,3
404482037,1
404482039,1
404482043,1
404482045,1
404482047,1
404482049,1
404482051,1
404482053,1
404482055,1
404482057,1
404482061,2
404482063,2
404482065,1
404482067,1
404482069,2
404482071,1
404482073,1
404482075,1
404482079,1
404482081,1
404482083,2
404482085,1
404482087,1
404482089,1
404482091,2
404482093,1
404482099,1
404482101,1
404482103,1
404482105,1
404482107,1
404482109,2
404482111,3
404482115,1
404482117,1
404482119,1
404482121,3
404482123,1
404482125,1
404482127,1
404482129,1
404482133,1
404482135,1
404482137,1
404482139,1
404482141,1
404482143,1
404482145,2
404482147,1
404482151,1
404482153,2
404482155,1
404482157,1
404482159,1
404482161,2
404482163,1
404482165,1
404482169,2
404482171,1
404482173,1
404482175,1
404482177,1
404482179,6
404482181,4
404482183,2
404482187,2
404482189,2
404482191,2
404482193,1
404482195,1
404482197,1
404482199,1
404482201,1
404482205,1
404482207,1
404482209,1
404482211,1
404482213,1
404482215,1
404482217,1
404482219,1
404482223,1
404482225,1
404482227,1
404482229,1
404482231,1
404482233,1
404482235,1
404482237,1
404482241,1
404482243,1
404482245,1
404482247,1
404482249,1
404482251,2
404482253,1
404482255,6
404482259,1
404482261,1
404482263,1
404482265,1
404482267,1
404482269,1
404482271,2
404482273,1
404482277,2
404482279,1
404482281,1
404482283,1
404482285,1
404482287,6
404482289,3
404482291,1
404482295,3
404482297,2
404482299,1
404482301,1
404482303,1
404482305,2
404482307,1
404482309,1
404482313,1
404482315,2
404482317,1
404482319,1
404482321,1
404482323,1
404482325,1
404482327,1
404482331,1
404482333,1
404482335,1
404482337,1
404482339,1
404482341,1
404482343,1
404482345,1
404482349,7
404482351,1
404482353,1
404482355,1
404482357,1
404482359,1
404482361,1
404482363,1
404482367,1
404482369,1
404482371,1
404482373,1
404482375,1
404482377,1
404482379,1
404482381,1
404482385,1
404482387,1
404482389,1
404482391,2
404482393,1
404482395,1
404482397,1
404482399,1
404482403,1
404482405,1
404482407,1
404482409,1
404482411,3
404482413,1
404482415,1
404482417,1
404482421,1
404482423,1
404482425,1
404482427,1
404482429,1
404482431,1
404482433,1
404482435,1
404482439,1
404482441,1
404482443,1
404482445,1
404482447,1
404482449,1
404482451,1
404482453,1
404482457,1
404482459,1
404482461,2
404482463,1
404482465,1
404482467,1
404482469,3
404482471,2
404482475,1
404482477,1
404482479,1
404482481,1
404482483,3
404482485,1
404482487,3
404482489,1
404482493,2
404482495,1
404482497,1
404482499,1
404482501,1
404482503,1
404482505,4
404482507,1
404482511,5
404482513,5
404482515,4
404482517,4
404482519,4
404482521,2
404482523,10
404482525,4
404482529,2
404482531,2
404482533,4
404482535,2
404482537,4
404482539,2
404482541,3
404482543,4
404482547,2
404482549,2
404482551,2
404482553,2
404482555,2
404482557,1
404482559,4
404482561,2
404482565,2
404482567,4
404482569,2
404482571,2
404482573,3
404482575,2
404482577,2
404482579,3
404482583,4
404482585,2
404482587,4
404482589,2
404482591,2
404482593,2
404482595,1
404482597,4
404482601,4
404482603,2
404482605,2
404482607,4
404482609,3
404482611,3
404482613,3
404482615,1
404482619,4
404482621,2
404482623,2
404482625,2
404482627,2
404482629,1
404482631,2
404482633,1
404482637,3
404482639,2
404482641,1
404482643,3
404482645,4
404482647,6
404482649,3
404482651,2
404482655,4
404482657,2
404482659,3
404482661,4
404482663,4
404482665,4
404482667,3
404482669,2
404482673,4
404482675,4
404482677,4
404482679,4
404482681,3
404482683,3
404482685,2
404482687,4
404482691,4
404482693,4
404482695,3
404482697,4
404482699,3
404482701,2
404482703,1
404482705,3
404482709,1
404482711,1
404482713,3
404482715,1
404482717,2
404482719,3
404482721,2
404482723,2
404482727,2
404482729,3
404482731,3
404482733,3
404482735,3
404482737,2
404482739,2
404482741,3
404482745,2
404482747,2
404482749,3
404482751,4
404482753,4
404482755,3
404482757,3
404482759,5
404482763,4
404482765,4
404482767,3
404482769,2
404482771,2
404482773,4
404482775,6
404482777,3
404482781,2
404482783,2
404482785,4
404482787,3
404482789,3
404482791,2
404482793,5
404482795,4
404482799,4
404482801,3
404482803,4
404482805,2
404482807,3
404482809,2
404482811,3
404482813,3
404482817,2
404482819,3
404482821,3
404482823,4
404482825,3
404482827,4
404482829,3
404482831,2
404482835,1
404482837,3
404482839,2
404482841,7
404482843,6
404482845,4
404482847,2
404482849,2
404482853,3
404482855,4
404482857,3
404482859,3
404482861,2
404482863,4
404482865,2
404482867,4
404482871,5
404482873,5
404482875,3
404482877,4
404482879,3
404482881,1
404482883,2
404482885,2
404482889,2
404482891,1
404482893,1
404482895,3
404482897,2
404482899,2
404482901,2
404482903,3
404482907,2
404482909,3
404482911,4
404482913,4
404482915,5
404482917,5
404482919,3
404482921,3
404482925,5
404482927,5
404482929,2
404482931,5
404482933,4
404482935,4
404482937,4
404482939,5
404482943,4
404482945,4
404482947,6
404482949,3
404482951,2
404482953,1
404482955,1
404482957,3
404482961,3
404482963,2
404482965,2
404482967,2
404482969,2
404482971,2
404482973,3
404482975,3
404482979,2
404482981,2
404482983,2
404482985,2
404482987,2
404482989,1
404482991,1
404482993,2
404482997,2
404482999,3
404483001,1
404483003,1
404483005,3
404483007,2
404483009,2
404483011,1
404483015,2
404483017,1
404483019,3
404483021,2
404483023,3
404483025,2
404483029,2
404483033,2
404483035,3
404483037,1
404483039,2
404483041,3
404483043,3
404483045,4
404483047,2
404483051,2
404483053,2
404483055,2
404483057,2
404483059,2
404483061,2
404483063,1
404483065,1
404483069,2
404483071,2
404483073,4
404483075,2
404483077,4
404483079,2
404483081,2
404483083,3
404483087,2
404483089,4
404483091,3
404483093,2
404483095,4
404483097,2
404483099,3
404483101,3
404483105,5
404483107,5
404483109,4
404483111,2
404483113,4
404483115,2
404483117,2
404483119,2
404483123,2
404483125,2
404483127,2
404483129,2
404483131,3
404483133,2
404483135,3
404483137,3
404483141,3
404483143,3
404483145,2
404483147,3
404483149,2
404483151,2
404483153,1
404483155,4
404483159,5
404483161,2
404483163,4
404483165,3
404483167,3
404483169,4
404483171,2
404483173,4
404483177,3
404483179,3
404483181,2
404483183,2
404483185,3
404483187,4
404483189,4
404483191,2
404483195,2
404483197,4
404483199,3
404483201,2
404483203,3
404483205,2
404483207,3
404483209,2
404483213,2
404483215,4
404483217,2
404483219,1
404483221,3
404483223,1
404483225,2
404483227,4
404483231,2
404483233,2
404483235,2
404483237,4
404483239,3
404483241,3
404483243,2
404483245,5
404483249,6
404483251,3
404483253,1
404483255,2
404483257,2
404483259,2
404483261,2
404483263,2
404483267,2
404483269,3
404483271,3
404483273,2
404483275,1
404483277,1
404483279,1
404483281,2
404483285,2
404483287,4
404483289,2
404483291,2
404483293,1
404483295,2
404483297,2
404483299,2
404483303,7
404483305,2
404483307,4
404483309,3
404483311,5
404483313,3
404483315,2
404483317,4
404483321,5
404483323,4
404483325,4
404483327,4
404483329,6
404483331,3
404483333,4
404483335,4
404483339,5
404483341,4
404483343,2
404483345,4
404483347,4
404483349,4
404483351,2
404483353,5
404483357,6
404483359,2
404483361,4
404483363,4
404483365,4
404483367,4
404483369,4
404483371,2
404483375,4
404483377,3
404483379,4
404483381,4
404483383,4
404483385,4
404483387,4
404483389,4
404483393,4
404483395,4
404483397,4
404483399,3
404483401,3
404483403,2
404483405,3
404483407,4
404483411,3
404483413,2
404483415,4
404483417,1
404483419,2
404483421,1
404483423,4
404483425,4
404483429,3
404483431,1
404483433,5
404483435,5
404483437,2
404483439,5
404483441,4
404483443,4
404483447,5
404483449,2
404483451,3
404483453,2
404483455,4
404483457,3
404483459,4
404483461,4
404483465,3
404483467,1
404483469,4
404483471,3
404483473,3
404483475,2
404483477,2
404483479,2
404483483,2
404483485,2
404483487,3
404483489,2
404483491,1
404483493,3
404483495,2
404483497,2
404483501,2
404483503,3
404483505,3
404483507,5
404483509,2
404483511,3
404483513,1
404483515,3
404483519,2
404483521,2
404483523,2
404483525,2
404483527,3
404483529,4
404483531,4
404483533,1
404483537,3
404483539,2
404483541,4
404483543,2
404483545,2
404483547,5
404483549,4
404483551,3
404483555,2
404483557,4
404483559,4
404483561,2
404483563,2
404483565,1
404483567,3
404483569,4
404483573,4
404483575,2
404483577,1
404483579,2
404483581,3
404483583,2
404483585,3
404483587,5
404483591,4
404483593,5
404483595,5
404483597,5
404483599,4
404483601,2
404483603,4
404483605,4
404483609,6
404483611,4
404483613,4
404483615,4
404483617,4
404483619,5
404483621,4
404483623,5
404483627,3
404483629,4
404483631,2
404483633,2
404483635,2
404483637,4
404483639,5
404483641,4
404483645,5
404483647,5
404483649,5
404483651,4
404483653,2
404483655,2
404483657,4
404483659,4
404483663,2
404483665,2
404483667,4
404483669,2
404483671,2
404483673,4
404483675,3
404483677,2
404483681,2
404483683,3
404483685,3
404483687,2
404483689,2
404483691,1
404483693,4
404483695,2
404483699,3
404483701,12
404483703,6
404483705,3
404483707,2
404483709,2
404483711,2
404483713,2
404483717,2
404483719,4
404483721,2
404483723,1
404483725,2
404483727,3
404483729,2
404483731,2
404483735,3
404483737,2
404483739,3
404483741,1
404483743,2
404483745,2
404483747,2
404483749,1
404483753,2
404483755,3
404483757,2
404483759,2
404483761,2
404483763,2
404483765,3
404483767,4
404483771,2
404483773,5
404483775,4
404483777,4
404483779,2
404483781,2
404483783,2
404483785,2
404483789,1
404483791,4
404483793,2
404483795,2
404483797,2
404483799,1
404483801,2
404483803,3
404483807,2
404483809,2
404483811,4
404483813,3
404483815,3
404483817,2
404483819,4
404483821,3
404483825,1
404483827,4
404483829,2
404483831,1
404483833,2
404483835,3
404483837,3
404483839,2
404483843,4
404483845,5
404483847,3
404483849,2
404483851,4
404483853,2
404483855,4
404483857,2
404483861,2
404483863,2
404483865,2
404483867,3
404483869,2
404483871,2
404483873,3
404483875,3
404483879,2
404483881,3
404483883,2
404483885,2
404483887,1
404483889,2
404483891,2
404483893,2
404483897,4
404483899,2
404483901,1
404483903,2
404483905,1
404483907,4
404483909,3
404483911,2
404483915,2
404483917,2
404483919,2
404483921,2
404483923,2
404483925,2
404483927,3
404483929,2
404483933,2
404483935,4
404483937,1
404483939,1
404483941,2
404483943,4
404483945,4
404483947,2
404483951,2
404483953,2
404483955,3
404483957,4
404483959,2
404483961,1
404483963,4
404483965,4
404483969,2
404483971,3
404483973,3
404483975,2
404483977,4
404483979,2
404483981,4
404483983,2
404483987,2
404483989,1
404483991,2
404483993,3
404483995,4
404483997,2
404483999,3
404484001,5
404484005,3
404484007,1
404484009,4
404484011,1
404484013,3
404484015,1
404484017,2
404484019,4
404484023,1
404484025,1
404484027,2
404484029,2
404484031,2
404484033,2
404484035,2
404484037,1
404484041,2
404484043,1
404484045,1
404484047,2
404484049,2
404484051,2
404484053,2
404484055,3
404484059,3
404484061,1
404484063,2
404484065,2
404484067,2
404484069,3
404484071,3
404484073,5
404484077,3
404484079,2
404484081,3
404484083,3
404484085,3
404484087,1
404484089,2
404484091,2
404484095,1
404484097,2
404484099,7
404484101,2
404484103,2
404484105,2
404484107,4
404484109,2
404484113,2
404484115,2
404484117,4
404484119,2
404484121,4
404484123,3
404484125,2
404484127,3
404484131,2
404484133,2
404484135,7
404484137,7
404484139,7
404484141,6
404484143,3
404484145,6
404484149,6
404484151,3
404484153,5
404484155,5
404484157,7
404484159,6
404484161,4
404484163,5
404484167,7
404484169,4
404484171,4
404484173,6
404484175,6
404484177,7
404484179,6
404484181,4
404484185,2
404484187,3
404484189,3
404484191,2
404484193,3
404484195,3
404484197,2
404484199,2
404484203,4
404484205,2
404484207,2
404484209,2
404484211,2
404484213,3
404484215,2
404484217,4
404484221,4
404484223,3
404484225,2
404484227,2
404484229,4
404484231,2
404484233,5
404484235,4
404484239,2
404484241,4
404484243,7
404484245,5
404484247,6
404484249,5
404484251,5
404484253,6
404484257,3
404484259,1
404484261,3
404484263,2
404484265,2
404484267,2
404484269,4
404484271,4
404484275,4
404484277,3
404484279,4
404484281,4
404484283,4
